City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Weather
698,Moss Vale,-34.55,150.3833,57.76,39,9,2.8,AU,clear sky
699,Paamiut,61.994,-49.6678,9.34,72,0,8.32,GL,clear sky
700,Maldonado,-34.6667,-54.9167,64.22,96,64,4.47,UY,broken clouds
701,Groningen,53.25,6.75,42.03,90,90,2.3,NL,overcast clouds
702,Tanda,26.55,82.65,78.49,39,0,2.17,IN,clear sky
703,Kerema,-7.9631,145.7785,83.21,82,100,7.27,PG,overcast clouds
704,Meadow Lake,34.8014,-106.5436,58.41,38,3,1.99,US,clear sky
705,Pueu,-17.7333,-149.2167,80.62,82,59,14.23,PF,light rain
706,Lokosovo,61.1333,74.8167,13.86,91,100,11.23,RU,overcast clouds
707,Khudumelapye,-23.8833,24.75,84.07,32,5,13.53,BW,clear sky
708,Byron Bay,-28.65,153.6167,79.72,51,65,10.98,AU,broken clouds
709,Randfontein,-26.1844,27.702,74.44,43,1,15.93,ZA,clear sky
710,Mayo,38.8876,-76.5119,42.98,66,1,1.99,US,clear sky
711,Nizhniy Ufaley,55.9153,59.9842,12.63,90,100,9.51,RU,overcast clouds
712,Jiwani,25.05,61.7417,77.4,23,26,7.52,PK,scattered clouds
713,Khasan,42.4308,130.6434,46.02,36,0,8.59,RU,clear sky
714,Vao,-22.6667,167.4833,76.77,73,8,12.21,NC,clear sky
715,Caxito,-8.5785,13.6643,77.65,91,100,0.4,AO,light rain
716,Brigantine,39.4101,-74.3646,40.01,66,1,5.75,US,clear sky
